Name,Species,Year,Animals Seen,Transect Length (km),Animals per 100km,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2002,26,2345,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2003,25,2350,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2004,45,2647,1.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2005,28,2517,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2006,42,2700,1.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2007,50,2559,2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2008,19,2650,0.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2009,35,2811,1.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2010,31,2895,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2011,28,2814,1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2012,26,2758,0.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2013,41,3107,1.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2014,35,3303,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2015,24,3885,0.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2016,22,3436,0.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2017,35,3349,1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2018,18,3286,0.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2019,10,3247,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2020,29,3247,0.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2021,18,3247,0.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2022,15,3276,0.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2023,9,3234,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,"Jackal, Black-backed",2024,12,3540,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2001,3,2280,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2002,5,2345,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2003,6,2350,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2004,9,2647,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2005,,2517,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2006,3,2700,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2007,5,2559,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2008,,2650,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2009,15,2811,0.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2010,3,2895,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2011,2,2814,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2012,8,2758,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2013,4,3107,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2014,11,3303,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2015,,3885,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2016,5,3436,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2017,,3349,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2018,2,3286,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2019,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2020,2,3247,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2021,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2022,,3276,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2023,2,3234,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Klipspringer,2024,8,3540,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2001,20,2280,0.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2002,30,2345,1.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2003,18,2350,0.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2004,46,2647,1.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2005,61,2517,2.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2006,43,2700,1.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2007,54,2559,2.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2008,10,2650,0.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2009,88,2811,3.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2010,71,2895,2.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2011,23,2814,0.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2012,56,2758,2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2013,84,3107,2.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2014,86,3303,2.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2015,63,3885,1.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2016,102,3436,3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2017,35,3349,1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2018,18,3286,0.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2019,41,3247,1.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2020,60,3247,1.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2021,32,3247,1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2022,20,3276,0.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2023,55,3234,1.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Kudu,2024,28,3540,0.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2001,265,2280,11.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2002,394,2345,16.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2003,413,2350,17.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2004,427,2647,16.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2005,438,2517,17.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2006,469,2700,17.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2007,534,2559,20.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2008,339,2650,12.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2009,702,2811,25,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2010,454,2895,15.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2011,451,2814,16,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2012,439,2758,15.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2013,555,3107,17.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2014,502,3303,15.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2015,422,3885,10.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2016,508,3436,14.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2017,435,3349,13,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2018,347,3286,10.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2019,517,3247,15.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2020,337,3247,10.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2021,246,3247,7.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2022,321,3276,9.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2023,270,3234,8.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Ostrich,2024,414,3540,11.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2001,1,2280,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2002,,2345,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2003,,2350,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2004,,2647,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2005,,2517,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2006,,2700,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2007,2,2559,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2008,,2650,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2009,,2811,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2010,,2895,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2011,,2814,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2012,,2758,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2013,6,3107,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2014,1,3303,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2015,,3885,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2016,1,3436,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2017,,3349,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2018,1,3286,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2019,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2020,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2021,1,3247,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2022,1,3276,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2023,1,3234,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Spotted Hyaena,2024,1,3540,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2001,5004,2280,219.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2002,5823,2345,248.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2003,4593,2350,195.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2004,3748,2647,141.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2005,6705,2517,266.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2006,4527,2700,167.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2007,6939,2559,271.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2008,13999,2650,528.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2009,4342,2811,154.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2010,6569,2895,226.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2011,6136,2814,218.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2012,4463,2758,161.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2013,4640,3107,149.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2014,3662,3303,110.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2015,3210,3885,82.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2016,6051,3436,176.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2017,5028,3349,150.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2018,4661,3286,141.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2019,2786,3247,85.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2020,4146,3247,127.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2021,3495,3247,107.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2022,1443,3276,44,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2023,2162,3234,66.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Springbok,2024,3117,3540,88.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2001,20,2280,0.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2002,32,2345,1.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2003,41,2350,1.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2004,115,2647,4.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2005,64,2517,2.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2006,53,2700,2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2007,80,2559,3.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2008,34,2650,1.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2009,54,2811,1.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2010,60,2895,2.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2011,44,2814,1.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2012,90,2758,3.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2013,113,3107,3.6,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2014,93,3303,2.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2015,97,3885,2.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2016,101,3436,2.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2017,61,3349,1.8,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2018,35,3286,1.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2019,68,3247,2.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2020,80,3247,2.5,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2021,44,3247,1.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2022,22,3276,0.7,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2023,79,3234,2.4,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Steenbok,2024,68,3540,1.9,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2001,,2280,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2002,5,2345,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2003,,2350,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2004,2,2647,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2005,1,2517,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2006,2,2700,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2007,6,2559,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2008,2,2650,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2009,,2811,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2010,3,2895,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2011,2,2814,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2012,5,2758,0.2,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2013,10,3107,0.3,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2014,1,3303,0,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2015,,3885,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2016,3,3436,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2017,2,3349,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2018,3,3286,0.1,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2019,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2020,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2021,,3247,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2022,,3276,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2023,,3234,,,,,,,,,,,,,,,,,,,,,
North of Vet Fence,Warthog,2024,,3540,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2004,3,700,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2005,66,687,9.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2007,95,639,14.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2009,28,665,4.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2010,37,683,5.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2011,32,585,5.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2012,54,638,8.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2013,70,629,11.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2014,23,608,3.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2015,24,653,3.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2016,27,653,4.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2017,8,653,1.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2018,104,653,15.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2019,10,684,1.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2021,11,754,1.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2022,29,609,4.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2023,19,631,3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Baboon,2024,14,724,1.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2001,3,670,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2004,2,700,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2007,3,639,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2008,3,724,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2010,2,683,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2011,,585,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2012,2,638,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2014,4,608,0.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2015,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2016,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2017,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2019,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2021,,754,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Cheetah,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2007,,639,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2010,,683,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2011,,585,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2012,,638,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2014,,608,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2015,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2016,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2017,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2019,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2021,,754,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Duiker,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2007,,639,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2010,,683,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2011,,585,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2012,,638,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2014,3,608,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2015,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2016,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2017,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2019,12,684,1.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2021,,754,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Eland,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2001,3,670,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2003,19,666,2.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2004,7,700,1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2005,16,687,2.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2007,3,639,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2008,9,724,1.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2009,15,665,2.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2010,1,683,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2011,17,585,2.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2012,23,638,3.6,,,,,,,,,,,,,,,,,,,,
