Name,Species,Year,Animals Seen,Transect Length (km),Animals per 100km,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2002,207,2787,7.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2003,275,2843,9.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2004,336,2887,11.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2005,336,3350,10,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2006,239,3371,7.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2007,270,3461,7.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2008,257,3691,7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2009,391,3685,10.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2010,337,3602,9.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2011,288,3642,7.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2012,515,3712,13.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2013,263,3903,6.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2014,173,3404,5.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2015,141,3879,3.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2016,167,3749,4.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2017,138,3672,3.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2018,174,3900,4.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2019,249,3934,6.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2020,137,3941,3.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2021,72,3900,1.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2022,191,3925,4.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2023,198,4159,4.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2024,91,3749,2.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2004,1,2887,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2005,7,3350,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2006,,3371,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2007,1,3461,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2008,3,3691,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2009,1,3685,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2010,4,3602,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2011,1,3642,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2012,1,3712,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2013,3,3903,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2014,,3404,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2015,,3879,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2016,1,3749,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2017,3,3672,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2018,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2019,1,3934,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2020,2,3941,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2021,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2022,,3925,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2023,1,4159,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Spotted Hyaena,2024,2,3749,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2001,2611,2733,95.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2002,5423,2787,194.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2003,8939,2843,314.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2004,3366,2887,116.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2005,5618,3350,167.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2006,4746,3371,140.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2007,3326,3461,96.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2008,3112,3691,84.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2009,4670,3685,126.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2010,6208,3602,172.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2011,4564,3642,125.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2012,5441,3712,146.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2013,1797,3903,46,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2014,1434,3404,42.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2015,2184,3879,56.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2016,1189,3749,31.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2017,1242,3672,33.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2018,874,3900,22.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2019,1020,3934,25.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2020,461,3941,11.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2021,645,3900,16.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2022,559,3925,14.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2023,942,4159,22.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Springbok,2024,886,3749,23.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2001,31,2733,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2002,47,2787,1.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2003,71,2843,2.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2004,77,2887,2.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2005,75,3350,2.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2006,40,3371,1.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2007,151,3461,4.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2008,48,3691,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2009,59,3685,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2010,73,3602,2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2011,39,3642,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2012,160,3712,4.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2013,188,3903,4.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2014,64,3404,1.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2015,104,3879,2.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2016,92,3749,2.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2017,48,3672,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2018,32,3900,0.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2019,52,3934,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2020,32,3941,0.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2021,18,3900,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2022,17,3925,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2023,72,4159,1.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Steenbok,2024,48,3749,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2001,3,2733,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2004,4,2887,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2005,2,3350,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2006,4,3371,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2007,6,3461,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2009,,3685,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2010,,3602,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2011,4,3642,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2012,2,3712,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2013,2,3903,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2014,2,3404,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2015,4,3879,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2016,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2017,,3672,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2018,1,3900,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2019,,3934,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2020,,3941,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2021,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2022,,3925,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2023,,4159,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Warthog,2024,,3749,,,,,,,,,,,,,,,,,,,,,
